날짜,연도,월,일,요일,주말여부,공휴일,방학,날씨,날씨_kma_단순,평균기온,최저기온,최고기온,일강수량,강수여부,폭우,일조시간_시간,운영시간_시간,실입장객
2023-01-01,2023,1,1,6,1,1,1,맑음,기타,0.0,-4.0,4.0,0.0,0,0,11.0,11.0,4707
2023-01-02,2023,1,2,0,0,0,1,맑음,기타,-3.5,-7.0,0.0,0.0,0,0,11.0,10.0,1427
2023-01-03,2023,1,3,1,0,0,1,맑음,기타,-4.0,-9.0,1.0,0.0,0,0,11.0,10.0,948
2023-01-04,2023,1,4,2,0,0,1,맑음,기타,-1.5,-6.0,3.0,0.0,0,0,11.0,10.0,1122
2023-01-05,2023,1,5,3,0,0,1,흐림,기타,-1.0,-6.0,4.0,0.0,0,0,11.0,10.0,1356
2023-01-06,2023,1,6,4,0,0,1,비,기타,0.5,-5.0,6.0,0.0,0,0,11.0,11.0,2142
2023-01-07,2023,1,7,5,1,0,1,흐림,기타,1.5,-1.0,4.0,0.0,0,0,11.0,11.0,7155
2023-01-08,2023,1,8,6,1,0,1,흐림,기타,1.0,-4.0,6.0,0.0,0,0,11.0,11.0,4689
2023-01-09,2023,1,9,0,0,0,1,흐림,기타,3.0,-1.0,7.0,0.0,0,0,11.0,10.0,1482
2023-01-10,2023,1,10,1,0,0,1,맑음,기타,2.5,-4.0,9.0,0.0,0,0,11.0,10.0,1683
2023-01-11,2023,1,11,2,0,0,1,맑음,기타,3.5,-2.0,9.0,0.0,0,0,11.0,10.0,1629
2023-01-12,2023,1,12,3,0,0,1,맑음,기타,6.0,-1.0,13.0,0.0,0,0,11.0,10.0,2901
2023-01-13,2023,1,13,4,0,0,1,비,기타,7.5,5.0,10.0,0.0,0,0,11.0,9.0,229
2023-01-14,2023,1,14,5,1,0,1,비,기타,6.0,4.0,8.0,0.0,0,0,11.0,9.0,1102
2023-01-15,2023,1,15,6,1,0,1,눈,기타,0.5,-3.0,4.0,0.0,0,0,11.0,11.0,1965
2023-01-16,2023,1,16,0,0,0,1,흐림,기타,-4.0,-7.0,-1.0,0.0,0,0,11.0,10.0,1355
2023-01-17,2023,1,17,1,0,0,1,흐림,기타,-3.5,-7.0,0.0,0.0,0,0,11.0,10.0,1099
2023-01-18,2023,1,18,2,0,0,1,맑음,기타,-1.5,-5.0,2.0,0.0,0,0,11.0,10.0,1470
2023-01-19,2023,1,19,3,0,0,1,눈,기타,-1.0,-6.0,4.0,0.0,0,0,11.0,10.0,1838
2023-01-20,2023,1,20,4,0,0,1,맑음,기타,-3.0,-8.0,2.0,0.0,0,0,11.0,11.0,1287
2023-01-21,2023,1,21,5,1,1,1,맑음,기타,-4.0,-10.0,2.0,0.0,0,0,11.0,11.0,2083
2023-01-22,2023,1,22,6,1,1,1,눈,기타,0.0,-3.0,3.0,0.0,0,0,11.0,11.0,3073
2023-01-23,2023,1,23,0,0,1,1,흐림,기타,-1.0,-7.0,5.0,0.0,0,0,11.0,10.0,8373
2023-01-24,2023,1,24,1,0,1,1,맑음,기타,-12.0,-17.0,-7.0,0.0,0,0,11.0,8.0,399
2023-01-25,2023,1,25,2,0,0,1,맑음,기타,-11.0,-17.0,-5.0,0.0,0,0,11.0,8.0,269
2023-01-26,2023,1,26,3,0,0,1,눈,기타,-6.0,-9.0,-3.0,0.0,0,0,11.0,9.0,371
2023-01-27,2023,1,27,4,0,0,1,맑음,기타,-7.0,-10.0,-4.0,0.0,0,0,11.0,9.0,1132
2023-01-28,2023,1,28,5,1,0,1,맑음,기타,-6.0,-11.0,-1.0,0.0,0,0,11.0,11.0,8048
2023-01-29,2023,1,29,6,1,0,1,흐림,기타,-1.5,-8.0,5.0,0.0,0,0,11.0,10.0,6313
2023-01-30,2023,1,30,0,0,0,1,맑음,기타,0.0,-4.0,4.0,0.0,0,0,11.0,10.0,1243
2023-01-31,2023,1,31,1,0,0,1,흐림,기타,2.5,-3.0,8.0,0.0,0,0,11.0,10.0,1680
2023-02-01,2023,2,1,2,0,0,1,흐림,기타,1.5,-3.0,6.0,0.0,0,0,11.0,10.0,1186
2023-02-02,2023,2,2,3,0,0,1,흐림,기타,-2.0,-5.0,1.0,0.0,0,0,11.0,10.0,1165
2023-02-03,2023,2,3,4,0,0,1,흐림,기타,-0.5,-4.0,3.0,0.0,0,0,11.0,10.0,1968
2023-02-04,2023,2,4,5,1,0,1,맑음,기타,0.5,-5.0,6.0,0.0,0,0,11.0,10.0,11533
2023-02-05,2023,2,5,6,1,0,1,맑음,기타,2.0,-3.0,7.0,0.0,0,0,11.0,10.0,6453
2023-02-06,2023,2,6,0,0,0,1,흐림,기타,3.5,-2.0,9.0,0.0,0,0,11.0,10.0,1603
2023-02-07,2023,2,7,1,0,0,1,흐림,기타,4.5,-1.0,10.0,0.0,0,0,11.0,10.0,1784
2023-02-08,2023,2,8,2,0,0,1,맑음,기타,3.5,-1.0,8.0,0.0,0,0,11.0,10.0,1998
2023-02-09,2023,2,9,3,0,0,1,흐림,기타,3.5,-3.0,10.0,0.0,0,0,11.0,10.0,2028
2023-02-10,2023,2,10,4,0,0,1,비,기타,3.5,1.0,6.0,0.0,0,0,11.0,10.0,2026
2023-02-11,2023,2,11,5,1,0,1,흐림,기타,4.0,-1.0,9.0,0.0,0,0,11.0,10.0,11635
2023-02-12,2023,2,12,6,1,0,1,흐림,기타,3.5,-1.0,8.0,0.0,0,0,11.0,10.0,6843
2023-02-13,2023,2,13,0,0,0,1,흐림,기타,5.5,3.0,8.0,0.0,0,0,11.0,10.0,2060
2023-02-14,2023,2,14,1,0,0,1,맑음,기타,2.5,-2.0,7.0,0.0,0,0,11.0,10.0,1981
2023-02-15,2023,2,15,2,0,0,1,흐림,기타,4.0,-1.0,9.0,0.0,0,0,11.0,10.0,1893
2023-02-16,2023,2,16,3,0,0,1,흐림,기타,2.0,-1.0,5.0,0.0,0,0,11.0,10.0,2132
2023-02-17,2023,2,17,4,0,0,1,흐림,기타,4.5,-1.0,10.0,0.0,0,0,11.0,10.0,3922
2023-02-18,2023,2,18,5,1,0,1,흐림,기타,5.5,3.0,8.0,0.0,0,0,11.0,10.0,7532
2023-02-19,2023,2,19,6,1,0,1,비,기타,3.0,0.0,6.0,0.0,0,0,11.0,10.0,4812
2023-02-20,2023,2,20,0,0,0,1,맑음,기타,-0.5,-3.0,2.0,0.0,0,0,11.0,10.0,2328
2023-02-21,2023,2,21,1,0,0,1,맑음,기타,0.0,-5.0,5.0,0.0,0,0,11.0,10.0,1751
2023-02-22,2023,2,22,2,0,0,1,흐림,기타,2.0,-4.0,8.0,0.0,0,0,11.0,10.0,2289
2023-02-23,2023,2,23,3,0,0,1,흐림,기타,3.5,-2.0,9.0,0.0,0,0,11.0,10.0,3368
2023-02-24,2023,2,24,4,0,0,1,맑음,기타,4.5,0.0,9.0,0.0,0,0,11.0,10.0,4659
2023-02-25,2023,2,25,5,1,0,1,맑음,기타,1.5,-3.0,6.0,0.0,0,0,11.0,10.0,10402
2023-02-26,2023,2,26,6,1,0,1,맑음,기타,3.0,-3.0,9.0,0.0,0,0,11.0,10.0,9225
2023-02-27,2023,2,27,0,0,0,1,맑음,기타,5.0,-2.0,12.0,0.0,0,0,11.0,10.0,6045
2023-02-28,2023,2,28,1,0,0,1,흐림,기타,4.0,-1.0,9.0,0.0,0,0,11.0,10.0,6027
2023-03-01,2023,3,1,2,0,1,0,흐림,기타,6.0,3.0,9.0,0.0,0,0,11.0,10.0,6223
2023-03-02,2023,3,2,3,0,0,0,맑음,기타,2.5,-2.0,7.0,0.0,0,0,11.0,10.0,547
2023-03-03,2023,3,3,4,0,0,0,흐림,기타,4.0,-2.0,10.0,0.0,0,0,11.0,10.0,545
2023-03-04,2023,3,4,5,1,0,0,흐림,기타,9.0,4.0,14.0,0.0,0,0,11.0,10.0,6063
2023-03-05,2023,3,5,6,1,0,0,맑음,기타,9.0,3.0,15.0,0.0,0,0,11.0,10.0,5821
2023-03-06,2023,3,6,0,0,0,0,맑음,기타,9.5,2.0,17.0,0.0,0,0,11.0,9.0,461
2023-03-07,2023,3,7,1,0,0,0,맑음,기타,12.5,6.0,19.0,0.0,0,0,11.0,9.0,425
2023-03-08,2023,3,8,2,0,0,0,비,기타,12.5,7.0,18.0,0.0,0,0,11.0,9.0,292
2023-03-09,2023,3,9,3,0,0,0,비,기타,10.0,7.0,13.0,0.0,0,0,11.0,9.0,250
2023-03-10,2023,3,10,4,0,0,0,맑음,기타,14.0,6.0,22.0,0.0,0,0,11.0,9.0,1043
2023-03-11,2023,3,11,5,1,0,0,흐림,기타,16.5,10.0,23.0,0.0,0,0,11.0,11.0,10580
2023-03-12,2023,3,12,6,1,0,0,비,기타,7.0,1.0,13.0,0.0,0,0,11.0,8.0,317
2023-03-13,2023,3,13,0,0,0,0,흐림,기타,3.0,-2.0,8.0,0.0,0,0,11.0,10.0,386
2023-03-14,2023,3,14,1,0,0,0,흐림,기타,9.0,3.0,15.0,0.0,0,0,11.0,10.0,515
2023-03-15,2023,3,15,2,0,0,0,흐림,기타,9.0,4.0,14.0,0.0,0,0,11.0,10.0,445
2023-03-16,2023,3,16,3,0,0,0,흐림,기타,4.5,0.0,9.0,0.0,0,0,11.0,10.0,524
2023-03-17,2023,3,17,4,0,0,0,흐림,기타,7.0,1.0,13.0,0.0,0,0,11.0,11.0,935
2023-03-18,2023,3,18,5,1,0,0,맑음,기타,8.5,3.0,14.0,0.0,0,0,11.0,11.0,10402
2023-03-19,2023,3,19,6,1,0,0,맑음,기타,8.5,2.0,15.0,0.0,0,0,11.0,11.0,8255
2023-03-20,2023,3,20,0,0,0,0,흐림,기타,10.0,3.0,17.0,0.0,0,0,11.0,10.0,677
2023-03-21,2023,3,21,1,0,0,0,맑음,기타,13.5,5.0,22.0,0.0,0,0,11.0,10.0,715
2023-03-22,2023,3,22,2,0,0,0,흐림,기타,17.0,9.0,25.0,0.0,0,0,11.0,10.0,860
2023-03-23,2023,3,23,3,0,0,0,비,기타,17.5,12.0,23.0,0.0,0,0,11.0,10.0,761
2023-03-24,2023,3,24,4,0,0,0,흐림,기타,13.0,8.0,18.0,0.0,0,0,11.0,11.0,1572
2023-03-25,2023,3,25,5,1,0,0,흐림,기타,13.5,8.0,19.0,0.0,0,0,11.0,11.0,12994
2023-03-26,2023,3,26,6,1,0,0,맑음,기타,9.5,5.0,14.0,0.0,0,0,11.0,11.0,11184
2023-03-27,2023,3,27,0,0,0,0,맑음,기타,8.5,2.0,15.0,0.0,0,0,11.0,11.0,1154
2023-03-28,2023,3,28,1,0,0,0,흐림,기타,9.5,3.0,16.0,0.0,0,0,11.0,11.0,898
2023-03-29,2023,3,29,2,0,0,0,맑음,기타,12.5,5.0,20.0,0.0,0,0,11.0,11.0,1278
2023-03-30,2023,3,30,3,0,0,0,맑음,기타,13.5,6.0,21.0,0.0,0,0,11.0,11.0,1853
2023-03-31,2023,3,31,4,0,0,0,맑음,기타,16.0,8.0,24.0,0.0,0,0,11.0,12.0,4027
2023-04-01,2023,4,1,5,1,0,0,맑음,기타,17.5,9.0,26.0,0.0,0,0,11.0,12.5,15226
2023-04-02,2023,4,2,6,1,0,0,맑음,기타,18.5,12.0,25.0,0.0,0,0,11.0,12.5,12085
2023-04-03,2023,4,3,0,0,0,0,흐림,기타,18.5,11.0,26.0,0.0,0,0,11.0,11.0,3003
2023-04-04,2023,4,4,1,0,0,0,비,기타,17.5,13.0,22.0,0.0,0,0,11.0,11.0,1292
2023-04-05,2023,4,5,2,0,0,0,비,기타,12.0,9.0,15.0,0.0,0,0,11.0,7.0,243
2023-04-06,2023,4,6,3,0,0,0,비,기타,8.5,7.0,10.0,0.0,0,0,11.0,10.0,785
2023-04-07,2023,4,7,4,0,0,0,맑음,기타,10.5,5.0,16.0,0.0,0,0,11.0,12.0,4172
2023-04-08,2023,4,8,5,1,0,0,맑음,기타,9.0,3.0,15.0,0.0,0,0,11.0,12.5,10546
2023-04-09,2023,4,9,6,1,0,0,맑음,기타,11.0,4.0,18.0,0.0,0,0,11.0,12.5,8821
2023-04-10,2023,4,10,0,0,0,0,흐림,기타,12.5,6.0,19.0,0.0,0,0,11.0,11.0,2002
2023-04-11,2023,4,11,1,0,0,0,비,기타,13.0,9.0,17.0,0.0,0,0,11.0,9.0,385
2023-04-12,2023,4,12,2,0,0,0,맑음,기타,10.0,5.0,15.0,0.0,0,0,11.0,11.0,1606
2023-04-13,2023,4,13,3,0,0,0,흐림,기타,11.0,5.0,17.0,0.0,0,0,11.0,11.0,2487
2023-04-14,2023,4,14,4,0,0,0,흐림,기타,16.5,12.0,21.0,0.0,0,0,11.0,12.0,3943
2023-04-15,2023,4,15,5,1,0,0,비,기타,13.0,9.0,17.0,0.0,0,0,11.0,12.5,4784
2023-04-16,2023,4,16,6,1,0,0,비,기타,12.0,8.0,16.0,0.0,0,0,11.0,12.5,6342
2023-04-17,2023,4,17,0,0,0,0,비,기타,12.5,7.0,18.0,0.0,0,0,11.0,11.0,3467
2023-04-18,2023,4,18,1,0,0,0,비,기타,14.5,11.0,18.0,0.0,0,0,11.0,10.0,900
2023-04-19,2023,4,19,2,0,0,0,맑음,기타,20.0,12.0,28.0,0.0,0,0,11.0,11.0,3689
2023-04-20,2023,4,20,3,0,0,0,비,기타,17.0,15.0,19.0,0.0,0,0,11.0,11.0,3471
2023-04-21,2023,4,21,4,0,0,0,흐림,기타,17.0,11.0,23.0,0.0,0,0,11.0,12.0,6683
2023-04-22,2023,4,22,5,1,0,0,흐림,기타,17.5,12.0,23.0,0.0,0,0,11.0,12.5,16264
2023-04-23,2023,4,23,6,1,0,0,흐림,기타,16.5,11.0,22.0,0.0,0,0,11.0,12.5,10861
2023-04-24,2023,4,24,0,0,0,0,흐림,기타,16.5,12.0,21.0,0.0,0,0,11.0,11.0,3832
2023-04-25,2023,4,25,1,0,0,0,비,기타,11.0,9.0,13.0,0.0,0,0,11.0,9.0,2384
2023-04-26,2023,4,26,2,0,0,0,흐림,기타,10.5,7.0,14.0,0.0,0,0,11.0,11.0,3560
2023-04-27,2023,4,27,3,0,0,0,맑음,기타,12.5,5.0,20.0,0.0,0,0,11.0,11.0,5389
2023-04-28,2023,4,28,4,0,0,0,비,기타,15.0,9.0,21.0,0.0,0,0,11.0,12.0,8177
2023-04-29,2023,4,29,5,1,0,0,비,기타,13.0,10.0,16.0,0.0,0,0,11.0,12.5,4117
2023-04-30,2023,4,30,6,1,0,0,비,기타,13.0,8.0,18.0,0.0,0,0,11.0,12.5,15912
2023-05-01,2023,5,1,0,0,0,0,흐림,기타,15.5,10.0,21.0,0.0,0,0,11.0,12.5,17890
2023-05-02,2023,5,2,1,0,0,0,흐림,기타,16.5,9.0,24.0,0.0,0,0,11.0,11.0,4998
2023-05-03,2023,5,3,2,0,0,0,흐림,기타,19.0,12.0,26.0,0.0,0,0,11.0,11.0,6390
2023-05-04,2023,5,4,3,0,0,0,흐림,기타,21.0,16.0,26.0,0.0,0,0,11.0,11.5,10019
2023-05-05,2023,5,5,4,0,1,0,비,기타,19.0,16.0,22.0,0.0,0,0,11.0,10.5,949
2023-05-06,2023,5,6,5,1,0,0,비,기타,14.0,12.0,16.0,0.0,0,0,11.0,10.5,1231
2023-05-07,2023,5,7,6,1,0,0,비,기타,15.0,11.0,19.0,0.0,0,0,11.0,12.5,6674
2023-05-08,2023,5,8,0,0,0,0,맑음,기타,15.0,8.0,22.0,0.0,0,0,11.0,11.5,3718
2023-05-09,2023,5,9,1,0,0,0,맑음,기타,17.0,10.0,24.0,0.0,0,0,11.0,11.0,2591
2023-05-10,2023,5,10,2,0,0,0,흐림,기타,18.5,11.0,26.0,0.0,0,0,11.0,11.0,3149
2023-05-11,2023,5,11,3,0,0,0,흐림,기타,20.0,13.0,27.0,0.0,0,0,11.0,11.0,4613
2023-05-12,2023,5,12,4,0,0,0,흐림,기타,19.0,13.0,25.0,0.0,0,0,11.0,12.0,11433
2023-05-13,2023,5,13,5,1,0,0,흐림,기타,18.5,13.0,24.0,0.0,0,0,11.0,12.5,15951
2023-05-14,2023,5,14,6,1,0,0,맑음,기타,18.5,13.0,24.0,0.0,0,0,11.0,12.5,11856
2023-05-15,2023,5,15,0,0,0,0,맑음,기타,20.5,13.0,28.0,0.0,0,0,11.0,11.0,3380
2023-05-16,2023,5,16,1,0,0,0,맑음,기타,24.0,17.0,31.0,0.0,0,0,11.0,11.0,3936
2023-05-17,2023,5,17,2,0,0,0,흐림,기타,24.0,19.0,29.0,0.0,0,0,11.0,11.0,3597
2023-05-18,2023,5,18,3,0,0,0,비,기타,23.5,19.0,28.0,0.0,0,0,11.0,11.0,3575
2023-05-19,2023,5,19,4,0,0,0,맑음,기타,22.5,17.0,28.0,0.0,0,0,11.0,12.0,8338
2023-05-20,2023,5,20,5,1,0,0,흐림,기타,22.0,17.0,27.0,0.0,0,0,11.0,12.5,15884
2023-05-21,2023,5,21,6,1,0,0,흐림,기타,18.5,15.0,22.0,0.0,0,0,11.0,12.5,8977
2023-05-22,2023,5,22,0,0,0,0,흐림,기타,21.5,16.0,27.0,0.0,0,0,11.0,11.0,3209
2023-05-23,2023,5,23,1,0,0,0,비,기타,20.5,14.0,27.0,0.0,0,0,11.0,11.0,2889
2023-05-24,2023,5,24,2,0,0,0,흐림,기타,20.5,15.0,26.0,0.0,0,0,11.0,11.0,3729
2023-05-25,2023,5,25,3,0,0,0,흐림,기타,21.5,16.0,27.0,0.0,0,0,11.0,11.0,5368
2023-05-26,2023,5,26,4,0,0,0,흐림,기타,21.5,16.0,27.0,0.0,0,0,11.0,12.0,4188
2023-05-27,2023,5,27,5,1,1,0,비,기타,20.0,19.0,21.0,0.0,0,0,11.0,11.5,3840
2023-05-28,2023,5,28,6,1,0,0,비,기타,19.0,18.0,20.0,0.0,0,0,11.0,9.5,532
2023-05-29,2023,5,29,0,0,1,0,비,기타,24.0,19.0,29.0,0.0,0,0,11.0,12.5,10394
2023-05-30,2023,5,30,1,0,0,0,비,기타,25.0,21.0,29.0,0.0,0,0,11.0,11.0,2462
2023-05-31,2023,5,31,2,0,0,0,흐림,기타,23.5,19.0,28.0,0.0,0,0,11.0,11.0,2523
2023-06-01,2023,6,1,3,0,0,0,흐림,기타,23.0,20.0,26.0,0.0,0,0,11.0,11.0,3630
2023-06-02,2023,6,2,4,0,0,0,흐림,기타,21.5,18.0,25.0,0.0,0,0,11.0,12.0,7046
2023-06-03,2023,6,3,5,1,0,0,맑음,기타,22.5,17.0,28.0,0.0,0,0,11.0,12.5,23868
2023-06-04,2023,6,4,6,1,0,0,흐림,기타,22.5,17.0,28.0,0.0,0,0,11.0,12.5,22761
2023-06-05,2023,6,5,0,0,0,0,흐림,기타,22.0,18.0,26.0,0.0,0,0,11.0,12.0,17132
2023-06-06,2023,6,6,1,0,1,0,비,기타,21.0,17.0,25.0,0.0,0,0,11.0,12.5,13029
2023-06-07,2023,6,7,2,0,0,0,흐림,기타,22.5,19.0,26.0,0.0,0,0,11.0,11.0,3483
2023-06-08,2023,6,8,3,0,0,0,비,기타,21.0,18.0,24.0,0.0,0,0,11.0,11.0,1477
2023-06-09,2023,6,9,4,0,0,0,흐림,기타,23.0,18.0,28.0,0.0,0,0,11.0,12.0,3212
2023-06-10,2023,6,10,5,1,0,0,비,기타,24.5,20.0,29.0,0.0,0,0,11.0,12.5,6291
2023-06-11,2023,6,11,6,1,0,0,비,기타,22.5,18.0,27.0,0.0,0,0,11.0,12.5,5635
2023-06-12,2023,6,12,0,0,0,0,비,기타,23.0,18.0,28.0,0.0,0,0,11.0,11.0,1659
2023-06-13,2023,6,13,1,0,0,0,흐림,기타,22.5,19.0,26.0,0.0,0,0,11.0,11.0,1406
2023-06-14,2023,6,14,2,0,0,0,비,기타,21.5,18.0,25.0,0.0,0,0,11.0,11.0,1484
2023-06-15,2023,6,15,3,0,0,0,비,기타,23.0,18.0,28.0,0.0,0,0,11.0,11.0,1631
2023-06-16,2023,6,16,4,0,0,0,맑음,기타,24.0,19.0,29.0,0.0,0,0,11.0,12.0,2878
2023-06-17,2023,6,17,5,1,0,0,흐림,기타,24.5,19.0,30.0,0.0,0,0,11.0,12.5,10217
2023-06-18,2023,6,18,6,1,0,0,흐림,기타,27.0,21.0,33.0,0.0,0,0,11.0,12.5,5676
2023-06-19,2023,6,19,0,0,0,0,흐림,기타,28.5,23.0,34.0,0.0,0,0,11.0,11.0,949
2023-06-20,2023,6,20,1,0,0,0,비,기타,23.5,21.0,26.0,0.0,0,0,11.0,11.0,1044
2023-06-21,2023,6,21,2,0,0,0,비,기타,20.5,19.0,22.0,0.0,0,0,11.0,11.0,564
2023-06-22,2023,6,22,3,0,0,0,비,기타,22.5,19.0,26.0,0.0,0,0,11.0,11.0,1505
2023-06-23,2023,6,23,4,0,0,0,흐림,기타,25.0,20.0,30.0,0.0,0,0,11.0,12.0,2318
2023-06-24,2023,6,24,5,1,0,0,맑음,기타,26.5,22.0,31.0,0.0,0,0,11.0,12.5,10708
2023-06-25,2023,6,25,6,1,0,0,흐림,기타,28.0,23.0,33.0,0.0,0,0,11.0,12.5,5821
2023-06-26,2023,6,26,0,0,0,0,비,기타,25.0,22.0,28.0,0.0,0,0,11.0,8.0,76
2023-06-27,2023,6,27,1,0,0,0,흐림,기타,25.0,21.0,29.0,0.0,0,0,11.0,11.0,985
2023-06-28,2023,6,28,2,0,0,0,비,기타,27.0,24.0,30.0,0.0,0,0,11.0,11.0,877
2023-06-29,2023,6,29,3,0,0,0,비,기타,24.5,23.0,26.0,0.0,0,0,11.0,8.0,109
2023-06-30,2023,6,30,4,0,0,0,비,기타,26.0,23.0,29.0,0.0,0,0,11.0,12.0,1485
2023-07-01,2023,7,1,5,1,0,1,맑음,기타,28.0,23.0,33.0,0.0,0,0,11.0,12.5,5676
2023-07-02,2023,7,2,6,1,0,1,흐림,기타,27.5,24.0,31.0,0.0,0,0,11.0,12.5,4004
2023-07-03,2023,7,3,0,0,0,1,흐림,기타,29.5,24.0,35.0,0.0,0,0,11.0,11.0,549
2023-07-04,2023,7,4,1,0,0,1,비,기타,27.0,25.0,29.0,0.0,0,0,11.0,8.0,572
2023-07-05,2023,7,5,2,0,0,1,비,기타,24.5,22.0,27.0,0.0,0,0,11.0,11.0,886
2023-07-06,2023,7,6,3,0,0,1,흐림,기타,27.0,22.0,32.0,0.0,0,0,11.0,11.0,871
2023-07-07,2023,7,7,4,0,0,1,흐림,기타,27.0,23.0,31.0,0.0,0,0,11.0,12.0,2063
2023-07-08,2023,7,8,5,1,0,1,흐림,기타,26.0,22.0,30.0,0.0,0,0,11.0,12.5,15064
2023-07-09,2023,7,9,6,1,0,1,비,기타,24.5,22.0,27.0,0.0,0,0,11.0,12.5,7132
2023-07-10,2023,7,10,0,0,0,1,비,기타,27.0,23.0,31.0,0.0,0,0,11.0,11.0,458
2023-07-11,2023,7,11,1,0,0,1,비,기타,24.0,22.0,26.0,0.0,0,0,11.0,8.0,52
2023-07-12,2023,7,12,2,0,0,1,비,기타,25.5,22.0,29.0,0.0,0,0,11.0,11.0,811
2023-07-13,2023,7,13,3,0,0,1,비,기타,26.0,25.0,27.0,0.0,0,0,11.0,8.0,120
2023-07-14,2023,7,14,4,0,0,1,비,기타,24.5,24.0,25.0,0.0,0,0,11.0,7.0,224
2023-07-15,2023,7,15,5,1,0,1,비,기타,25.0,24.0,26.0,0.0,0,0,11.0,9.5,862
2023-07-16,2023,7,16,6,1,0,1,비,기타,24.5,24.0,25.0,0.0,0,0,11.0,12.5,2366
2023-07-17,2023,7,17,0,0,0,1,비,기타,26.0,24.0,28.0,0.0,0,0,11.0,11.0,608
2023-07-18,2023,7,18,1,0,0,1,비,기타,26.0,24.0,28.0,0.0,0,0,11.0,8.0,128
2023-07-19,2023,7,19,2,0,0,1,맑음,기타,27.5,23.0,32.0,0.0,0,0,11.0,11.0,1069
2023-07-20,2023,7,20,3,0,0,1,흐림,기타,28.5,24.0,33.0,0.0,0,0,11.0,11.0,1326
2023-07-21,2023,7,21,4,0,0,1,기타,기타,29.5,25.0,34.0,0.0,0,0,11.0,12.0,1985
2023-07-22,2023,7,22,5,1,0,1,비,기타,29.0,25.0,33.0,0.0,0,0,11.0,12.5,3286
2023-07-23,2023,7,23,6,1,0,1,비,기타,25.5,25.0,26.0,0.0,0,0,11.0,10.5,450
2023-07-24,2023,7,24,0,0,0,1,비,기타,27.5,25.0,30.0,0.0,0,0,11.0,12.0,1417
2023-07-25,2023,7,25,1,0,0,1,비,기타,28.5,26.0,31.0,0.0,0,0,11.0,12.0,1161
2023-07-26,2023,7,26,2,0,0,1,비,기타,28.0,25.0,31.0,0.0,0,0,11.0,12.0,1564
2023-07-27,2023,7,27,3,0,0,1,비,기타,28.0,24.0,32.0,0.0,0,0,11.0,12.0,2405
2023-07-28,2023,7,28,4,0,0,1,흐림,기타,29.5,25.0,34.0,0.0,0,0,11.0,12.0,2824
2023-07-29,2023,7,29,5,1,0,1,흐림,기타,29.5,26.0,33.0,0.0,0,0,11.0,12.5,6414
2023-07-30,2023,7,30,6,1,0,1,비,기타,30.0,25.0,35.0,0.0,0,0,11.0,12.5,4911
2023-07-31,2023,7,31,0,0,0,1,흐림,기타,29.5,26.0,33.0,0.0,0,0,11.0,12.0,4563
2023-08-01,2023,8,1,1,0,0,1,흐림,기타,30.0,26.0,34.0,0.0,0,0,11.0,12.0,3471
2023-08-02,2023,8,2,2,0,0,1,흐림,기타,30.5,27.0,34.0,0.0,0,0,11.0,12.0,3536
2023-08-03,2023,8,3,3,0,0,1,흐림,기타,30.0,26.0,34.0,0.0,0,0,11.0,12.0,3026
2023-08-04,2023,8,4,4,0,0,1,흐림,기타,30.5,27.0,34.0,0.0,0,0,11.0,12.0,2968
2023-08-05,2023,8,5,5,1,0,1,흐림,기타,30.5,26.0,35.0,0.0,0,0,11.0,12.5,4013
2023-08-06,2023,8,6,6,1,0,1,비,기타,30.0,27.0,33.0,0.0,0,0,11.0,12.5,2435
2023-08-07,2023,8,7,0,0,0,1,흐림,기타,31.0,27.0,35.0,0.0,0,0,11.0,12.0,1202
2023-08-08,2023,8,8,1,0,0,1,맑음,기타,31.0,26.0,36.0,0.0,0,0,11.0,12.0,1404
2023-08-09,2023,8,9,2,0,0,1,흐림,기타,28.5,25.0,32.0,0.0,0,0,11.0,12.0,1319
2023-08-10,2023,8,10,3,0,0,1,비,기타,23.0,21.0,25.0,0.0,0,0,11.0,4.0,1
2023-08-11,2023,8,11,4,0,0,1,비,기타,23.5,22.0,25.0,0.0,0,0,11.0,11.0,719
2023-08-12,2023,8,12,5,1,0,1,비,기타,23.5,23.0,24.0,0.0,0,0,11.0,12.5,7126
2023-08-13,2023,8,13,6,1,0,1,흐림,기타,27.0,23.0,31.0,0.0,0,0,11.0,12.5,9584
2023-08-14,2023,8,14,0,0,0,1,흐림,기타,28.5,25.0,32.0,0.0,0,0,11.0,12.0,6539
2023-08-15,2023,8,15,1,0,1,1,흐림,기타,29.0,25.0,33.0,0.0,0,0,11.0,12.5,7493
2023-08-16,2023,8,16,2,0,0,1,흐림,기타,28.5,25.0,32.0,0.0,0,0,11.0,12.0,1608
2023-08-17,2023,8,17,3,0,0,1,흐림,기타,28.5,25.0,32.0,0.0,0,0,11.0,12.0,1512
2023-08-18,2023,8,18,4,0,0,1,흐림,기타,29.5,26.0,33.0,0.0,0,0,11.0,12.0,1800
2023-08-19,2023,8,19,5,1,0,1,흐림,기타,30.0,26.0,34.0,0.0,0,0,11.0,12.5,12585
2023-08-20,2023,8,20,6,1,0,1,흐림,기타,29.0,26.0,32.0,0.0,0,0,11.0,12.5,5235
2023-08-21,2023,8,21,0,0,0,1,흐림,기타,30.0,26.0,34.0,0.0,0,0,11.0,11.0,1183
