날짜,연도,월,일,요일,주말여부,공휴일,방학,날씨,최저기온,최고기온,운영시간_시간,실입장객
2023-01-01,2023,1,1,6,1,1,1,맑음,-4,4,11.0,4707
2023-01-02,2023,1,2,0,0,0,1,맑음,-7,0,10.0,1427
2023-01-03,2023,1,3,1,0,0,1,맑음,-9,1,10.0,948
2023-01-04,2023,1,4,2,0,0,1,맑음,-6,3,10.0,1122
2023-01-05,2023,1,5,3,0,0,1,흐림,-6,4,10.0,1356
2023-01-06,2023,1,6,4,0,0,1,비,-5,6,11.0,2142
2023-01-07,2023,1,7,5,1,0,1,흐림,-1,4,11.0,7155
2023-01-08,2023,1,8,6,1,0,1,흐림,-4,6,11.0,4689
2023-01-09,2023,1,9,0,0,0,1,흐림,-1,7,10.0,1482
2023-01-10,2023,1,10,1,0,0,1,맑음,-4,9,10.0,1683
2023-01-11,2023,1,11,2,0,0,1,맑음,-2,9,10.0,1629
2023-01-12,2023,1,12,3,0,0,1,맑음,-1,13,10.0,2901
2023-01-13,2023,1,13,4,0,0,1,비,5,10,9.0,229
2023-01-14,2023,1,14,5,1,0,1,비,4,8,9.0,1102
2023-01-15,2023,1,15,6,1,0,1,눈,-3,4,11.0,1965
2023-01-16,2023,1,16,0,0,0,1,흐림,-7,-1,10.0,1355
2023-01-17,2023,1,17,1,0,0,1,흐림,-7,0,10.0,1099
2023-01-18,2023,1,18,2,0,0,1,맑음,-5,2,10.0,1470
2023-01-19,2023,1,19,3,0,0,1,눈,-6,4,10.0,1838
2023-01-20,2023,1,20,4,0,0,1,맑음,-8,2,11.0,1287
2023-01-21,2023,1,21,5,1,1,1,맑음,-10,2,11.0,2083
2023-01-22,2023,1,22,6,1,1,1,눈,-3,3,11.0,3073
2023-01-23,2023,1,23,0,0,1,1,흐림,-7,5,10.0,8373
2023-01-24,2023,1,24,1,0,1,1,맑음,-17,-7,8.0,399
2023-01-25,2023,1,25,2,0,0,1,맑음,-17,-5,8.0,269
2023-01-26,2023,1,26,3,0,0,1,눈,-9,-3,9.0,371
2023-01-27,2023,1,27,4,0,0,1,맑음,-10,-4,9.0,1132
2023-01-28,2023,1,28,5,1,0,1,맑음,-11,-1,11.0,8048
2023-01-29,2023,1,29,6,1,0,1,흐림,-8,5,10.0,6313
2023-01-30,2023,1,30,0,0,0,1,맑음,-4,4,10.0,1243
2023-01-31,2023,1,31,1,0,0,1,흐림,-3,8,10.0,1680
2023-02-01,2023,2,1,2,0,0,1,흐림,-3,6,10.0,1186
2023-02-02,2023,2,2,3,0,0,1,흐림,-5,1,10.0,1165
2023-02-03,2023,2,3,4,0,0,1,흐림,-4,3,10.0,1968
2023-02-04,2023,2,4,5,1,0,1,맑음,-5,6,10.0,11533
2023-02-05,2023,2,5,6,1,0,1,맑음,-3,7,10.0,6453
2023-02-06,2023,2,6,0,0,0,1,흐림,-2,9,10.0,1603
2023-02-07,2023,2,7,1,0,0,1,흐림,-1,10,10.0,1784
2023-02-08,2023,2,8,2,0,0,1,맑음,-1,8,10.0,1998
2023-02-09,2023,2,9,3,0,0,1,흐림,-3,10,10.0,2028
2023-02-10,2023,2,10,4,0,0,1,비,1,6,10.0,2026
2023-02-11,2023,2,11,5,1,0,1,흐림,-1,9,10.0,11635
2023-02-12,2023,2,12,6,1,0,1,흐림,-1,8,10.0,6843
2023-02-13,2023,2,13,0,0,0,1,흐림,3,8,10.0,2060
2023-02-14,2023,2,14,1,0,0,1,맑음,-2,7,10.0,1981
2023-02-15,2023,2,15,2,0,0,1,흐림,-1,9,10.0,1893
2023-02-16,2023,2,16,3,0,0,1,흐림,-1,5,10.0,2132
2023-02-17,2023,2,17,4,0,0,1,흐림,-1,10,10.0,3922
2023-02-18,2023,2,18,5,1,0,1,흐림,3,8,10.0,7532
2023-02-19,2023,2,19,6,1,0,1,비,0,6,10.0,4812
2023-02-20,2023,2,20,0,0,0,1,맑음,-3,2,10.0,2328
2023-02-21,2023,2,21,1,0,0,1,맑음,-5,5,10.0,1751
2023-02-22,2023,2,22,2,0,0,1,흐림,-4,8,10.0,2289
2023-02-23,2023,2,23,3,0,0,1,흐림,-2,9,10.0,3368
2023-02-24,2023,2,24,4,0,0,1,맑음,0,9,10.0,4659
2023-02-25,2023,2,25,5,1,0,1,맑음,-3,6,10.0,10402
2023-02-26,2023,2,26,6,1,0,1,맑음,-3,9,10.0,9225
2023-02-27,2023,2,27,0,0,0,1,맑음,-2,12,10.0,6045
2023-02-28,2023,2,28,1,0,0,1,흐림,-1,9,10.0,6027
2023-03-01,2023,3,1,2,0,1,0,흐림,3,9,10.0,6223
2023-03-02,2023,3,2,3,0,0,0,맑음,-2,7,10.0,547
2023-03-03,2023,3,3,4,0,0,0,흐림,-2,10,10.0,545
2023-03-04,2023,3,4,5,1,0,0,흐림,4,14,10.0,6063
2023-03-05,2023,3,5,6,1,0,0,맑음,3,15,10.0,5821
2023-03-06,2023,3,6,0,0,0,0,맑음,2,17,9.0,461
2023-03-07,2023,3,7,1,0,0,0,맑음,6,19,9.0,425
2023-03-08,2023,3,8,2,0,0,0,비,7,18,9.0,292
2023-03-09,2023,3,9,3,0,0,0,비,7,13,9.0,250
2023-03-10,2023,3,10,4,0,0,0,맑음,6,22,9.0,1043
2023-03-11,2023,3,11,5,1,0,0,흐림,10,23,11.0,10580
2023-03-12,2023,3,12,6,1,0,0,비,1,13,8.0,317
2023-03-13,2023,3,13,0,0,0,0,흐림,-2,8,10.0,386
2023-03-14,2023,3,14,1,0,0,0,흐림,3,15,10.0,515
2023-03-15,2023,3,15,2,0,0,0,흐림,4,14,10.0,445
2023-03-16,2023,3,16,3,0,0,0,흐림,0,9,10.0,524
2023-03-17,2023,3,17,4,0,0,0,흐림,1,13,11.0,935
2023-03-18,2023,3,18,5,1,0,0,맑음,3,14,11.0,10402
2023-03-19,2023,3,19,6,1,0,0,맑음,2,15,11.0,8255
2023-03-20,2023,3,20,0,0,0,0,흐림,3,17,10.0,677
2023-03-21,2023,3,21,1,0,0,0,맑음,5,22,10.0,715
2023-03-22,2023,3,22,2,0,0,0,흐림,9,25,10.0,860
2023-03-23,2023,3,23,3,0,0,0,비,12,23,10.0,761
2023-03-24,2023,3,24,4,0,0,0,흐림,8,18,11.0,1572
2023-03-25,2023,3,25,5,1,0,0,흐림,8,19,11.0,12994
2023-03-26,2023,3,26,6,1,0,0,맑음,5,14,11.0,11184
2023-03-27,2023,3,27,0,0,0,0,맑음,2,15,11.0,1154
2023-03-28,2023,3,28,1,0,0,0,흐림,3,16,11.0,898
2023-03-29,2023,3,29,2,0,0,0,맑음,5,20,11.0,1278
2023-03-30,2023,3,30,3,0,0,0,맑음,6,21,11.0,1853
2023-03-31,2023,3,31,4,0,0,0,맑음,8,24,12.0,4027
2023-04-01,2023,4,1,5,1,0,0,맑음,9,26,12.5,15226
2023-04-02,2023,4,2,6,1,0,0,맑음,12,25,12.5,12085
2023-04-03,2023,4,3,0,0,0,0,흐림,11,26,11.0,3003
2023-04-04,2023,4,4,1,0,0,0,비,13,22,11.0,1292
2023-04-05,2023,4,5,2,0,0,0,비,9,15,7.0,243
2023-04-06,2023,4,6,3,0,0,0,비,7,10,10.0,785
2023-04-07,2023,4,7,4,0,0,0,맑음,5,16,12.0,4172
2023-04-08,2023,4,8,5,1,0,0,맑음,3,15,12.5,10546
2023-04-09,2023,4,9,6,1,0,0,맑음,4,18,12.5,8821
2023-04-10,2023,4,10,0,0,0,0,흐림,6,19,11.0,2002
2023-04-11,2023,4,11,1,0,0,0,비,9,17,9.0,385
2023-04-12,2023,4,12,2,0,0,0,맑음,5,15,11.0,1606
2023-04-13,2023,4,13,3,0,0,0,흐림,5,17,11.0,2487
2023-04-14,2023,4,14,4,0,0,0,흐림,12,21,12.0,3943
2023-04-15,2023,4,15,5,1,0,0,비,9,17,12.5,4784
2023-04-16,2023,4,16,6,1,0,0,비,8,16,12.5,6342
2023-04-17,2023,4,17,0,0,0,0,비,7,18,11.0,3467
2023-04-18,2023,4,18,1,0,0,0,비,11,18,10.0,900
2023-04-19,2023,4,19,2,0,0,0,맑음,12,28,11.0,3689
2023-04-20,2023,4,20,3,0,0,0,비,15,19,11.0,3471
2023-04-21,2023,4,21,4,0,0,0,흐림,11,23,12.0,6683
2023-04-22,2023,4,22,5,1,0,0,흐림,12,23,12.5,16264
2023-04-23,2023,4,23,6,1,0,0,흐림,11,22,12.5,10861
2023-04-24,2023,4,24,0,0,0,0,흐림,12,21,11.0,3832
2023-04-25,2023,4,25,1,0,0,0,비,9,13,9.0,2384
2023-04-26,2023,4,26,2,0,0,0,흐림,7,14,11.0,3560
2023-04-27,2023,4,27,3,0,0,0,맑음,5,20,11.0,5389
2023-04-28,2023,4,28,4,0,0,0,비,9,21,12.0,8177
2023-04-29,2023,4,29,5,1,0,0,비,10,16,12.5,4117
2023-04-30,2023,4,30,6,1,0,0,비,8,18,12.5,15912
2023-05-01,2023,5,1,0,0,0,0,흐림,10,21,12.5,17890
2023-05-02,2023,5,2,1,0,0,0,흐림,9,24,11.0,4998
2023-05-03,2023,5,3,2,0,0,0,흐림,12,26,11.0,6390
2023-05-04,2023,5,4,3,0,0,0,흐림,16,26,11.5,10019
2023-05-05,2023,5,5,4,0,1,0,비,16,22,10.5,949
2023-05-06,2023,5,6,5,1,0,0,비,12,16,10.5,1231
2023-05-07,2023,5,7,6,1,0,0,비,11,19,12.5,6674
2023-05-08,2023,5,8,0,0,0,0,맑음,8,22,11.5,3718
2023-05-09,2023,5,9,1,0,0,0,맑음,10,24,11.0,2591
2023-05-10,2023,5,10,2,0,0,0,흐림,11,26,11.0,3149
2023-05-11,2023,5,11,3,0,0,0,흐림,13,27,11.0,4613
2023-05-12,2023,5,12,4,0,0,0,흐림,13,25,12.0,11433
2023-05-13,2023,5,13,5,1,0,0,흐림,13,24,12.5,15951
2023-05-14,2023,5,14,6,1,0,0,맑음,13,24,12.5,11856
2023-05-15,2023,5,15,0,0,0,0,맑음,13,28,11.0,3380
2023-05-16,2023,5,16,1,0,0,0,맑음,17,31,11.0,3936
2023-05-17,2023,5,17,2,0,0,0,흐림,19,29,11.0,3597
2023-05-18,2023,5,18,3,0,0,0,비,19,28,11.0,3575
2023-05-19,2023,5,19,4,0,0,0,맑음,17,28,12.0,8338
2023-05-20,2023,5,20,5,1,0,0,흐림,17,27,12.5,15884
2023-05-21,2023,5,21,6,1,0,0,흐림,15,22,12.5,8977
2023-05-22,2023,5,22,0,0,0,0,흐림,16,27,11.0,3209
2023-05-23,2023,5,23,1,0,0,0,비,14,27,11.0,2889
2023-05-24,2023,5,24,2,0,0,0,흐림,15,26,11.0,3729
2023-05-25,2023,5,25,3,0,0,0,흐림,16,27,11.0,5368
2023-05-26,2023,5,26,4,0,0,0,흐림,16,27,12.0,4188
2023-05-27,2023,5,27,5,1,1,0,비,19,21,11.5,3840
2023-05-28,2023,5,28,6,1,0,0,비,18,20,9.5,532
2023-05-29,2023,5,29,0,0,1,0,비,19,29,12.5,10394
2023-05-30,2023,5,30,1,0,0,0,비,21,29,11.0,2462
2023-05-31,2023,5,31,2,0,0,0,흐림,19,28,11.0,2523
2023-06-01,2023,6,1,3,0,0,0,흐림,20,26,11.0,3630
2023-06-02,2023,6,2,4,0,0,0,흐림,18,25,12.0,7046
2023-06-03,2023,6,3,5,1,0,0,맑음,17,28,12.5,23868
2023-06-04,2023,6,4,6,1,0,0,흐림,17,28,12.5,22761
2023-06-05,2023,6,5,0,0,0,0,흐림,18,26,12.0,17132
2023-06-06,2023,6,6,1,0,1,0,비,17,25,12.5,13029
2023-06-07,2023,6,7,2,0,0,0,흐림,19,26,11.0,3483
2023-06-08,2023,6,8,3,0,0,0,비,18,24,11.0,1477
2023-06-09,2023,6,9,4,0,0,0,흐림,18,28,12.0,3212
2023-06-10,2023,6,10,5,1,0,0,비,20,29,12.5,6291
2023-06-11,2023,6,11,6,1,0,0,비,18,27,12.5,5635
2023-06-12,2023,6,12,0,0,0,0,비,18,28,11.0,1659
2023-06-13,2023,6,13,1,0,0,0,흐림,19,26,11.0,1406
2023-06-14,2023,6,14,2,0,0,0,비,18,25,11.0,1484
2023-06-15,2023,6,15,3,0,0,0,비,18,28,11.0,1631
2023-06-16,2023,6,16,4,0,0,0,맑음,19,29,12.0,2878
2023-06-17,2023,6,17,5,1,0,0,흐림,19,30,12.5,10217
2023-06-18,2023,6,18,6,1,0,0,흐림,21,33,12.5,5676
2023-06-19,2023,6,19,0,0,0,0,흐림,23,34,11.0,949
2023-06-20,2023,6,20,1,0,0,0,비,21,26,11.0,1044
2023-06-21,2023,6,21,2,0,0,0,비,19,22,11.0,564
2023-06-22,2023,6,22,3,0,0,0,비,19,26,11.0,1505
2023-06-23,2023,6,23,4,0,0,0,흐림,20,30,12.0,2318
2023-06-24,2023,6,24,5,1,0,0,맑음,22,31,12.5,10708
2023-06-25,2023,6,25,6,1,0,0,흐림,23,33,12.5,5821
2023-06-26,2023,6,26,0,0,0,0,비,22,28,8.0,76
2023-06-27,2023,6,27,1,0,0,0,흐림,21,29,11.0,985
2023-06-28,2023,6,28,2,0,0,0,비,24,30,11.0,877
2023-06-29,2023,6,29,3,0,0,0,비,23,26,8.0,109
2023-06-30,2023,6,30,4,0,0,0,비,23,29,12.0,1485
2023-07-01,2023,7,1,5,1,0,1,맑음,23,33,12.5,5676
2023-07-02,2023,7,2,6,1,0,1,흐림,24,31,12.5,4004
2023-07-03,2023,7,3,0,0,0,1,흐림,24,35,11.0,549
2023-07-04,2023,7,4,1,0,0,1,비,25,29,8.0,572
2023-07-05,2023,7,5,2,0,0,1,비,22,27,11.0,886
2023-07-06,2023,7,6,3,0,0,1,흐림,22,32,11.0,871
2023-07-07,2023,7,7,4,0,0,1,흐림,23,31,12.0,2063
2023-07-08,2023,7,8,5,1,0,1,흐림,22,30,12.5,15064
2023-07-09,2023,7,9,6,1,0,1,비,22,27,12.5,7132
2023-07-10,2023,7,10,0,0,0,1,비,23,31,11.0,458
2023-07-11,2023,7,11,1,0,0,1,비,22,26,8.0,52
2023-07-12,2023,7,12,2,0,0,1,비,22,29,11.0,811
2023-07-13,2023,7,13,3,0,0,1,비,25,27,8.0,120
2023-07-14,2023,7,14,4,0,0,1,비,24,25,7.0,224
2023-07-15,2023,7,15,5,1,0,1,비,24,26,9.5,862
2023-07-16,2023,7,16,6,1,0,1,비,24,25,12.5,2366
2023-07-17,2023,7,17,0,0,0,1,비,24,28,11.0,608
2023-07-18,2023,7,18,1,0,0,1,비,24,28,8.0,128
2023-07-19,2023,7,19,2,0,0,1,맑음,23,32,11.0,1069
2023-07-20,2023,7,20,3,0,0,1,흐림,24,33,11.0,1326
2023-07-21,2023,7,21,4,0,0,1,기타,25,34,12.0,1985
2023-07-22,2023,7,22,5,1,0,1,비,25,33,12.5,3286
2023-07-23,2023,7,23,6,1,0,1,비,25,26,10.5,450
2023-07-24,2023,7,24,0,0,0,1,비,25,30,12.0,1417
2023-07-25,2023,7,25,1,0,0,1,비,26,31,12.0,1161
2023-07-26,2023,7,26,2,0,0,1,비,25,31,12.0,1564
2023-07-27,2023,7,27,3,0,0,1,비,24,32,12.0,2405
2023-07-28,2023,7,28,4,0,0,1,흐림,25,34,12.0,2824
2023-07-29,2023,7,29,5,1,0,1,흐림,26,33,12.5,6414
2023-07-30,2023,7,30,6,1,0,1,비,25,35,12.5,4911
2023-07-31,2023,7,31,0,0,0,1,흐림,26,33,12.0,4563
2023-08-01,2023,8,1,1,0,0,1,흐림,26,34,12.0,3471
2023-08-02,2023,8,2,2,0,0,1,흐림,27,34,12.0,3536
2023-08-03,2023,8,3,3,0,0,1,흐림,26,34,12.0,3026
2023-08-04,2023,8,4,4,0,0,1,흐림,27,34,12.0,2968
2023-08-05,2023,8,5,5,1,0,1,흐림,26,35,12.5,4013
2023-08-06,2023,8,6,6,1,0,1,비,27,33,12.5,2435
2023-08-07,2023,8,7,0,0,0,1,흐림,27,35,12.0,1202
2023-08-08,2023,8,8,1,0,0,1,맑음,26,36,12.0,1404
2023-08-09,2023,8,9,2,0,0,1,흐림,25,32,12.0,1319
2023-08-10,2023,8,10,3,0,0,1,비,21,25,4.0,1
2023-08-11,2023,8,11,4,0,0,1,비,22,25,11.0,719
2023-08-12,2023,8,12,5,1,0,1,비,23,24,12.5,7126
2023-08-13,2023,8,13,6,1,0,1,흐림,23,31,12.5,9584
2023-08-14,2023,8,14,0,0,0,1,흐림,25,32,12.0,6539
2023-08-15,2023,8,15,1,0,1,1,흐림,25,33,12.5,7493
2023-08-16,2023,8,16,2,0,0,1,흐림,25,32,12.0,1608
2023-08-17,2023,8,17,3,0,0,1,흐림,25,32,12.0,1512
2023-08-18,2023,8,18,4,0,0,1,흐림,26,33,12.0,1800
2023-08-19,2023,8,19,5,1,0,1,흐림,26,34,12.5,12585
2023-08-20,2023,8,20,6,1,0,1,흐림,26,32,12.5,5235
2023-08-21,2023,8,21,0,0,0,1,흐림,26,34,11.0,1183
2023-08-22,2023,8,22,1,0,0,1,비,26,32,9.0,233
2023-08-23,2023,8,23,2,0,0,1,비,23,27,7.0,30
2023-08-24,2023,8,24,3,0,0,1,비,22,28,11.0,390
2023-08-25,2023,8,25,4,0,0,1,비,24,30,12.0,2473
2023-08-26,2023,8,26,5,1,0,1,흐림,23,30,12.5,9649
2023-08-27,2023,8,27,6,1,0,1,흐림,23,30,11.5,7344
2023-08-28,2023,8,28,0,0,0,1,비,21,26,7.0,60
2023-08-29,2023,8,29,1,0,0,1,비,23,26,7.0,26
2023-08-30,2023,8,30,2,0,0,1,비,22,25,8.0,246
2023-08-31,2023,8,31,3,0,0,1,흐림,21,29,11.0,1448
2023-09-01,2023,9,1,4,0,0,0,맑음,20,30,12.0,2785
2023-09-02,2023,9,2,5,1,0,0,흐림,20,31,12.5,21567
2023-09-03,2023,9,3,6,1,0,0,비,23,29,12.5,15001
2023-09-04,2023,9,4,0,0,0,0,비,24,30,11.0,2528
2023-09-05,2023,9,5,1,0,0,0,비,25,33,11.0,1230
2023-09-06,2023,9,6,2,0,0,0,맑음,24,32,11.0,1780
2023-09-07,2023,9,7,3,0,0,0,맑음,21,32,11.0,2759
2023-09-08,2023,9,8,4,0,0,0,맑음,20,31,12.0,2765
2023-09-09,2023,9,9,5,1,0,0,흐림,21,31,12.5,15586
2023-09-10,2023,9,10,6,1,0,0,흐림,22,30,12.5,11230
2023-09-11,2023,9,11,0,0,0,0,흐림,23,30,11.0,1831
2023-09-12,2023,9,12,1,0,0,0,흐림,22,30,11.0,1416
2023-09-13,2023,9,13,2,0,0,0,비,20,25,8.0,1517
2023-09-14,2023,9,14,3,0,0,0,흐림,19,27,11.0,2543
2023-09-15,2023,9,15,4,0,0,0,비,20,24,9.0,2146
2023-09-16,2023,9,16,5,1,0,0,비,22,27,12.5,6852
2023-09-17,2023,9,17,6,1,0,0,비,22,28,12.5,6287
2023-09-18,2023,9,18,0,0,0,0,비,22,29,11.0,2894
2023-09-19,2023,9,19,1,0,0,0,흐림,22,27,11.0,1459
2023-09-20,2023,9,20,2,0,0,0,비,19,24,8.0,497
2023-09-21,2023,9,21,3,0,0,0,흐림,18,24,11.0,3495
2023-09-22,2023,9,22,4,0,0,0,맑음,15,27,12.0,6381
2023-09-23,2023,9,23,5,1,0,0,흐림,16,28,12.5,18758
2023-09-24,2023,9,24,6,1,0,0,흐림,18,26,12.5,10935
2023-09-25,2023,9,25,0,0,0,0,비,18,26,11.0,2275
2023-09-26,2023,9,26,1,0,0,0,비,19,21,9.0,1072
2023-09-27,2023,9,27,2,0,0,0,비,20,24,11.0,1267
2023-09-28,2023,9,28,3,0,1,0,흐림,20,27,12.5,13032
2023-09-29,2023,9,29,4,0,1,0,흐림,17,27,12.5,13741
2023-09-30,2023,9,30,5,1,1,0,비,17,22,12.5,12315
2023-10-01,2023,10,1,6,1,0,0,맑음,14,24,12.5,20086
2023-10-02,2023,10,2,0,0,1,0,맑음,13,25,12.5,23822
2023-10-03,2023,10,3,1,0,1,0,흐림,14,23,12.5,11245
2023-10-04,2023,10,4,2,0,0,0,비,14,23,11.0,2428
2023-10-05,2023,10,5,3,0,0,0,맑음,10,19,11.0,3724
2023-10-06,2023,10,6,4,0,0,0,흐림,10,22,12.0,6802
2023-10-07,2023,10,7,5,1,0,0,흐림,12,21,12.5,12061
2023-10-08,2023,10,8,6,1,0,0,비,15,20,12.5,17256
2023-10-09,2023,10,9,0,0,1,0,비,14,22,12.5,10315
2023-10-10,2023,10,10,1,0,0,0,맑음,12,24,11.0,2356
2023-10-11,2023,10,11,2,0,0,0,맑음,13,24,11.0,4064
2023-10-12,2023,10,12,3,0,0,0,흐림,12,24,11.0,5103
2023-10-13,2023,10,13,4,0,0,0,흐림,14,22,12.0,8224
2023-10-14,2023,10,14,5,1,0,0,비,13,18,12.5,6893
2023-10-15,2023,10,15,6,1,0,0,맑음,11,21,12.5,13757
2023-10-16,2023,10,16,0,0,0,0,맑음,11,20,11.0,5628
2023-10-17,2023,10,17,1,0,0,0,맑음,8,21,11.0,5316
2023-10-18,2023,10,18,2,0,0,0,흐림,9,22,11.0,6501
2023-10-19,2023,10,19,3,0,0,0,비,15,19,11.0,3687
2023-10-20,2023,10,20,4,0,0,0,맑음,7,15,12.0,9379
2023-10-21,2023,10,21,5,1,0,0,맑음,6,17,12.5,17351
2023-10-22,2023,10,22,6,1,0,0,흐림,5,19,12.5,11212
2023-10-23,2023,10,23,0,0,0,0,흐림,11,21,11.0,3170
2023-10-24,2023,10,24,1,0,0,0,비,11,19,11.0,3679
2023-10-25,2023,10,25,2,0,0,0,흐림,13,22,11.0,5031
2023-10-26,2023,10,26,3,0,0,0,비,15,21,11.0,6364
2023-10-27,2023,10,27,4,0,0,0,흐림,13,20,12.0,8120
2023-10-28,2023,10,28,5,1,0,0,맑음,9,21,12.5,16516
2023-10-29,2023,10,29,6,1,0,0,맑음,10,22,12.5,12221
2023-10-30,2023,10,30,0,0,0,0,맑음,10,22,11.0,3543
2023-10-31,2023,10,31,1,0,0,0,흐림,13,21,11.0,2721
2023-11-01,2023,11,1,2,0,0,0,비,17,21,11.0,4284
2023-11-02,2023,11,2,3,0,0,0,흐림,19,26,11.0,4595
2023-11-03,2023,11,3,4,0,0,0,비,18,22,12.0,4125
2023-11-04,2023,11,4,5,1,0,0,흐림,14,21,12.5,16473
2023-11-05,2023,11,5,6,1,0,0,비,15,20,9.5,722
2023-11-06,2023,11,6,0,0,0,0,비,7,19,9.0,510
2023-11-07,2023,11,7,1,0,0,0,맑음,4,10,9.0,1190
2023-11-08,2023,11,8,2,0,0,0,흐림,2,16,9.0,1648
2023-11-09,2023,11,9,3,0,0,0,비,6,18,9.0,1911
2023-11-10,2023,11,10,4,0,0,0,맑음,1,9,10.0,3247
2023-11-11,2023,11,11,5,1,0,0,맑음,-2,7,11.0,6658
2023-11-12,2023,11,12,6,1,0,0,맑음,-2,6,10.0,3470
2023-11-13,2023,11,13,0,0,0,0,맑음,-2,7,9.0,1668
2023-11-14,2023,11,14,1,0,0,0,맑음,-1,11,9.0,909
2023-11-15,2023,11,15,2,0,0,0,흐림,2,13,9.0,1366
2023-11-16,2023,11,16,3,0,0,0,비,6,7,9.0,270
2023-11-17,2023,11,17,4,0,0,0,눈,-2,6,10.0,1127
2023-11-18,2023,11,18,5,1,0,0,맑음,-4,6,11.0,4068
2023-11-19,2023,11,19,6,1,0,0,흐림,0,13,10.0,4599
2023-11-20,2023,11,20,0,0,0,0,맑음,2,13,9.0,919
2023-11-21,2023,11,21,1,0,0,0,맑음,1,15,9.0,1057
2023-11-22,2023,11,22,2,0,0,0,흐림,3,15,9.0,1127
2023-11-23,2023,11,23,3,0,0,0,흐림,2,15,9.0,1119
2023-11-24,2023,11,24,4,0,0,0,맑음,-4,2,10.0,819
2023-11-25,2023,11,25,5,1,0,0,맑음,-6,4,11.0,4335
2023-11-26,2023,11,26,6,1,0,0,흐림,0,7,10.0,3492
2023-11-27,2023,11,27,0,0,0,0,비,4,9,9.0,232
2023-11-28,2023,11,28,1,0,0,0,맑음,-1,5,9.0,709
2023-11-29,2023,11,29,2,0,0,0,눈,-4,3,9.0,424
2023-11-30,2023,11,30,3,0,0,0,맑음,-7,0,9.0,2181
2023-12-01,2023,12,1,4,0,0,0,맑음,-7,1,9.0,256
2023-12-02,2023,12,2,5,1,0,0,흐림,-4,8,11.0,2509
2023-12-03,2023,12,3,6,1,0,0,맑음,-3,6,10.0,2404
2023-12-04,2023,12,4,0,0,0,0,흐림,-3,9,9.0,309
2023-12-05,2023,12,5,1,0,0,0,흐림,4,13,9.0,454
2023-12-06,2023,12,6,2,0,0,0,비,4,9,9.0,317
2023-12-07,2023,12,7,3,0,0,0,맑음,1,11,9.0,694
2023-12-08,2023,12,8,4,0,0,0,맑음,5,17,9.0,1290
2023-12-09,2023,12,9,5,1,0,0,흐림,12,16,11.0,8390
2023-12-10,2023,12,10,6,1,0,0,흐림,7,16,10.0,7001
2023-12-11,2023,12,11,0,0,0,0,비,5,12,7.0,43
2023-12-12,2023,12,12,1,0,0,0,비,4,9,9.0,437
2023-12-13,2023,12,13,2,0,0,0,흐림,3,10,9.0,856
2023-12-14,2023,12,14,3,0,0,0,비,6,9,7.0,278
2023-12-15,2023,12,15,4,0,0,0,비,4,6,7.0,1034
2023-12-16,2023,12,16,5,1,0,0,눈,-10,4,10.0,2482
2023-12-17,2023,12,17,6,1,0,0,맑음,-12,-6,9.0,511
2023-12-18,2023,12,18,0,0,0,0,흐림,-12,-4,9.0,266
2023-12-19,2023,12,19,1,0,0,0,눈,-8,0,9.0,342
2023-12-20,2023,12,20,2,0,0,0,눈,-12,-2,9.0,246
2023-12-21,2023,12,21,3,0,0,0,맑음,-14,-8,9.0,496
2023-12-22,2023,12,22,4,0,0,0,맑음,-15,-8,9.0,287
2023-12-23,2023,12,23,5,1,0,0,맑음,-13,-1,11.0,2866
2023-12-24,2023,12,24,6,1,0,0,흐림,-6,3,11.0,11233
2023-12-25,2023,12,25,0,0,1,0,눈,-3,2,10.0,6562
2023-12-26,2023,12,26,1,0,0,0,흐림,-3,7,9.0,2179
2023-12-27,2023,12,27,2,0,0,0,맑음,-3,7,9.0,1931
2023-12-28,2023,12,28,3,0,0,0,흐림,-2,4,9.0,2429
2023-12-29,2023,12,29,4,0,0,0,흐림,-1,5,9.0,4808
2023-12-30,2023,12,30,5,1,0,0,눈,-1,2,11.0,7900
2023-12-31,2023,12,31,6,1,0,0,눈,1,4,11.0,6069
2024-01-01,2024,1,1,0,0,1,1,흐림,0,7,10.0,5848
2024-01-02,2024,1,2,1,0,0,1,흐림,2,4,9.0,1753
2024-01-03,2024,1,3,2,0,0,1,눈,-1,4,9.0,939
2024-01-04,2024,1,4,3,0,0,1,흐림,-3,5,9.0,2361
2024-01-05,2024,1,5,4,0,0,1,흐림,1,9,9.0,2171
2024-01-06,2024,1,6,5,1,0,1,맑음,-3,5,11.0,8029
2024-01-07,2024,1,7,6,1,0,1,맑음,-8,-1,10.0,3496
2024-01-08,2024,1,8,0,0,0,1,흐림,-10,0,9.0,649
2024-01-09,2024,1,9,1,0,0,1,눈,-2,0,9.0,481
2024-01-10,2024,1,10,2,0,0,1,흐림,-4,3,9.0,1061
2024-01-11,2024,1,11,3,0,0,1,흐림,-2,5,9.0,1632
2024-01-12,2024,1,12,4,0,0,1,맑음,-1,4,9.0,2801
2024-01-13,2024,1,13,5,1,0,1,맑음,-4,6,11.0,10175
2024-01-14,2024,1,14,6,1,0,1,비,-3,2,10.0,1950
2024-01-15,2024,1,15,0,0,0,1,맑음,-7,1,9.0,907
2024-01-16,2024,1,16,1,0,0,1,맑음,-7,4,9.0,1916
2024-01-17,2024,1,17,2,0,0,1,눈,-2,2,9.0,874
